OK;0;Centrale de La Serve;Libellé;Ad API;CE;Astreinte;Histo.;N° page;N° page;N° page;écri.;Automate;Val.API mini;Val. API maxi;Val. fin mini;Val. fin maxi;Unités;Nb  0.00;Lib.inactif;Lib.actif;#
X;349;;Défaut température transformateur HT/BT;%M2142;430;def143|groupe1;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;350;;Dégagement gazeux transformateur HT/BT;%M2143;431;def144|groupe1;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;351;;Défaut pression transformateur HT/BT;%M2144;432;def145|groupe1;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;359;;Défaut dégrilleur 1;%M4007;583;def4007;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;360;;Défaut dégrilleur 2;%M4008;584;def4008;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;361;;Commutateur auto dégrilleur 1;%M4009;585;;;;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;362;;Commutateur auto dégrilleur 2;%M4010;586;;;;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;363;;Marche dégrilleur 1;%M4011;587;;;;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;364;;Marche dégrilleur 2;%M4012;588;;;;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;369;;Défaut communication îlot ES prise d'eau;%M4033;609;;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;370;;Défaut électrique îlot ES prise d'eau;%M4034;610;def4034;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;371;;Défaut prolongé communication îlot ES prise d'eau;%M4035;611;def4035;;;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;412;;     NIVEAUX:;;;;;1;;;;1;0;0;0;0;;;;;#
X;414;;Cote barrage;%MW128;;;X;1;;;;1;0;2000;0;200;cm;0;;;#
X;415;;Mesure niveau amont grille;%MW121;;;X;1;;;;1;0;2000;0;200;cm;1;;;#
X;416;;Mesure niveau amont grille brut;%MW119;;;X;1;;;;1;0;10000;0;1000;cm;1;;;#
X;415;;Mesure niveau canal;%MW120;;;X;1;;;;1;0;2000;0;200;cm;1;;;#
X;417;;Mesure niveau aval grille G1;%MW122;;;X;1;;;;1;0;2000;0;2;m;2;;;#
X;418;;Mesure de perte de charge grille G1;%MW125;;;X;1;;;;1;0;2000;0;2;m;2;;;#
X;419;;Mesure niveau aval grille G2;%MW136;;;X;1;;;;1;0;2000;0;200;cm;1;;;#
X;420;;Mesure de perte de charge grille G2;%MW138;;;X;1;;;;1;0;2000;0;200;cm;1;;;#
X;422;;Mesure niveau aval centrale;%MW123;;;X;1;;;;1;3000;5000;300;500;cm;0;;;#
X;423;;Hauteur de chute;%MW124;;;X;1;;;;1;6000;10000;6;10;m;2;;;#
X;436;;     DEBITS:;;;;;1;;;;1;0;0;0;0;;;;;#
X;437;;Débit sur le barrage;%MW126;;;X;1;;;;1;0;1000;0;10;m³/s;1;;;#
X;438;;Débit à répartir sur les ouvrages en auto;%MW202;;;X;1;;;;1;0;2000;0;20;m³/s;1;;;#
X;439;;Somme des débits manuels des ouvrages;%MW203;;;X;1;;;;1;0;2000;0;20;m³/s;1;;;#
X;441;;     TEMPERATURES:;;;;;1;;;;1;0;0;0;0;;;;;#
X;442;;Température centrale;%MW131;;;X;1;;;;1;-200;600;-20;60;°C;1;;;#
X;443;;Température extérieure;%MW132;;;X;1;;;;1;-200;600;-20;60;°C;1;;;#
X;448;;     INFOS GROUPE:;;;;;2;;;;1;0;0;0;0;;;;;#
X;449;;Recopie position pales groupe 1;%MW1001;2;;X;2;;;;1;0;1000;0;100;%;1;;;#
X;451;;Mesure de vitesse groupe 1;%MW1000;1;;X;2;;;;1;0;800;0;800;tr/min;;;;#
X;453;;Débit turbiné groupe 1;%MW1006;7;;X;2;;;;1;0;1000;0;10;m³/s;1;;;#
X;454;;Débit corrigé groupe 1;%MW1008;9;;X;2;;;;1;0;1000;0;10;m³/s;1;;;#
X;455;;Temps de couplage groupe 1;%MD1086;87;;;2;;;;1;0;1;0;1;h;;;;#
X;456;;Nombre de couplages groupe 1;%MD1088;89;;;2;;;;1;0;1;0;1;;;;;#
X;458;;     MESURES ELECTRIQUES:;;;;;2;;;;1;0;0;0;0;;;;;#
X;459;;Tension groupe 1;%MW1050;;;X;2;;;;1;0;600;0;600;V;;;;#
X;460;;Fréquence groupe 1;%MW1051;;;X;2;;;;1;4500;5500;45;55;Hz;1;;;#
X;461;;Courant groupe 1;%MW1052;;;X;2;;;;1;0;1000;0;1000;A;;;;#
X;462;;Puissance active groupe 1;%MW1053;;;X;2;;;;1;0;-500;0;-500;kW;;;;#
X;463;;Puissance active G1;%MW1053;;;X;;;;;1;0;-500;0;500;kW;;;;#
X;464;;Puissance réactive groupe 1;%MW1054;;;X;2;;;;1;0;500;0;500;kVar;;;;#
X;465;;Cos phi groupe 1;%MW1055;;;X;2;;;;1;500;1000;0,5;1;;2;;;#
X;466;;Tangente phi groupe 1;%MW1060;;;X;2;;;;1;0;1000;0;1;;2;;;#
X;467;;Énergie active produite groupe 1;%MD1056;;;;2;;;;1;0;1;0;1;kWh;;;;#
X;468;;Énergie réactive produite groupe 1;%MD1058;;;;2;;;;1;0;1;0;1;kVarh;;;;#
X;469;;Tension réseau groupe 1;%MW134;;;X;2;;;;1;0;7000;0;700;V;;;;#
X;470;;Tension d'excitation groupe 1;%MW1061;;;X;2;;;;1;0;2000;0;200;V;;;;#
X;471;;Intensité d'excitation groupe 1;%MW1076;;;X;2;;;;1;0;1500;0;150;A;;;;#
X;472;;     TEMPERATURES:;;;;;2;;;;1;0;0;0;0;;;;;#
X;476;;Température huile pivot alternateur groupe 1;%MW1033;;;X;2;;;;1;0;1300;0;130;°C;1;;;#
X;477;;Température palier inférieur alternateur groupe 1;%MW1034;;;X;2;;;;1;0;1300;0;130;°C;1;;;#
X;478;;Température palier supérieur turbine groupe 1;%MW1030;;;X;2;;;;1;0;1300;0;130;°C;1;;;#
X;479;;Température palier supérieur alternateur groupe 1;%MW1031;;;X;2;;;;1;0;1300;0;130;°C;1;;;#
X;488;;     INFOS GROUPE:;;;;;3;;;;1;0;0;0;0;;;;;#
X;489;;Recopie position pales groupe 2;%MW2001;;;X;3;;;;1;0;1000;0;100;%;1;;;#
X;491;;Mesure de vitesse groupe 2;%MW2000;;;X;3;;;;1;0;800;0;800;tr/min;;;;#
X;493;;Débit turbiné groupe 2;%MW2006;;;X;3;;;;1;0;1000;0;10;m³/s;1;;;#
X;494;;Débit corrigé groupe 2;%MW2008;;;X;3;;;;1;0;1000;0;10;m³/s;1;;;#
X;495;;Temps de couplage groupe 2;%MD2086;;;;3;;;;1;0;1;0;1;h;;;;#
X;496;;Nombre de couplages groupe 2;%MD2088;;;;3;;;;1;0;1;0;1;;;;;#
X;498;;     MESURES ELECTRIQUES:;;;;;3;;;;1;0;0;0;0;;;;;#
X;499;;Tension groupe 2;%MW2050;;;X;3;;;;1;0;600;0;600;V;;;;#
X;500;;Fréquence groupe 2;%MW2051;;;X;3;;;;1;4500;5500;45;55;Hz;1;;;#
X;501;;Courant groupe 2;%MW2052;;;X;3;;;;1;0;1000;0;1000;A;;;;#
X;502;;Puissance active groupe 2;%MW2053;;;X;3;;;;1;0;-500;0;-500;kW;;;;#
X;503;;Puissance active G2;%MW2053;;;X;;;;;1;0;-500;0;500;kW;;;;#
X;504;;Puissance réactive groupe 2;%MW2054;;;X;3;;;;1;0;500;0;500;kVar;;;;#
X;505;;Cos phi groupe 2;%MW2055;;;X;3;;;;1;500;1000;0,5;1;;2;;;#
X;506;;Tangente phi groupe 2;%MW2060;;;X;3;;;;1;0;1000;0;1;;2;;;#
X;507;;Énergie active produite groupe 2;%MD2056;;;;3;;;;1;0;1;0;1;kWh;;;;#
X;508;;Énergie réactive produite groupe 2;%MD2058;;;;3;;;;1;0;1;0;1;kVarh;;;;#
X;509;;Tension réseau groupe 2;%MW135;;;X;3;;;;1;0;7000;0;700;V;;;;#
X;510;;Tension d'excitation groupe 2;%MW2061;;;X;3;;;;1;0;2000;0;200;V;;;;#
X;511;;Intensité d'excitation groupe 2;%MW2076;;;X;3;;;;1;0;1500;0;150;A;;;;#
X;512;;     TEMPERATURES:;;;;;3;;;;1;0;0;0;0;;;;;#
X;516;;Température huile pivot alternateur groupe 2;%MW2033;;;X;3;;;;1;0;1300;0;130;°C;1;;;#
X;517;;Température palier supérieur alternateur groupe 2;%MW2031;;;X;3;;;;1;0;1300;0;130;°C;1;;;#
X;518;;Température palier inférieur alternateur groupe 2;%MW2034;;;X;3;;;;1;0;1300;0;130;°C;1;;;#
X;519;;Température palier supérieur turbine groupe 2;%MW2030;;;X;3;;;;1;0;1300;0;130;°C;1;;;#
X;528;;     NIVEAUX:;;;;;4;;;;1;0;0;0;0;;;;;#
X;529;;Consigne niveau haut débordement;%MW110;;;X;4;;;3;1;0;3000;0;300;cm;0;;;#
X;530;;Consigne niveau haut redémarrage;%MW111;;;X;4;;;3;1;0;2000;0;200;cm;0;;;#
X;531;;Consigne niveau haut redémarrage 2ème groupe;%MW116;;;X;4;;;3;1;0;2000;0;200;cm;0;;;#
X;532;;Consigne de régulation;%MW112;;;X;4;;;3;1;0;2000;0;200;cm;1;;;#
X;533;;Consigne alarme niveau bas;%MW117;;;X;4;;;3;1;0;2000;0;200;cm;0;;;#
X;534;;Consigne niveau bas;%MW113;;;X;4;;;3;1;0;2000;0;200;cm;0;;;#
X;536;;Seuil perte de charge alarme groupe 1;%MW140;;;;4;;;3;1;0;1000;0;100;cm;0;;;#
X;537;;Seuil perte de charge défaut groupe 1;%MW141;;;;4;;;3;1;0;1000;0;100;cm;0;;;#
X;538;;Seuil perte de charge alarme groupe 2;%MW147;;;;4;;;3;1;0;2000;0;200;cm;0;;;#
X;539;;Seuil perte de charge défaut groupe 2;%MW148;;;;4;;;3;1;0;2000;0;200;cm;0;;;#
X;540;;Choix sonde de régulation;%M85;;;;4;;;3;1;0;1;0;1;;;NIV AMONT;NIV AV GRILLES;#
X;541;;     GROUPE 1:;;;;;4;;;;1;0;0;0;0;;;;;#
X;542;;Débit pour mise en marche groupe 1;%MW1118;;;;4;;;3;1;0;1000;0;10;m³/s;2;;;#
X;543;;Débit pour arrêt groupe 1;%MW1119;;;;4;;;3;1;0;1000;0;10;m³/s;2;;;#
X;545;;Limitation ouverture vannage groupe 1;%MW1110;;;;4;;;2;1;-50;1050;-5;105;%;;;;#
X;546;;Limitation de puissance groupe 1;%MW1111;;;;4;;;3;1;-1000;0;-1000;0;kW;;;;#
X;547;;Consigne de positionnement si Marche distant groupe 1;%MW1112;;;;4;;;3;1;0;1000;0;100;%;;;;#
X;550;;Ordre de marche distant g1;%M1222;;;;4;;;1;1;0;1;0;1;;;inactif;ACTIF;#
X;551;;Ordre d'arrêt distant g1;%M1220;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;553;;Consigne cos phi groupe 1;%MW1108;;;;4;;;3;1;500;1000;0,5;1;;2;;;#
X;554;;Mot de passe maintenance g1;%MW1113;;;;4;;;3;1;0;9999;0;9999;;;;;#
X;555;;     GROUPE 2:;;;;;4;;;;1;0;0;0;0;;;;;#
X;556;;Débit pour mise en marche groupe 2;%MW2118;;;;4;;;3;1;0;1000;0;10;m³/s;2;;;#
X;557;;Débit pour arrêt groupe 2;%MW2119;;;;4;;;3;1;0;1000;0;10;m³/s;2;;;#
X;559;;Limitation ouverture vannage groupe 2;%MW2110;;;;4;;;2;1;-50;1050;-5;105;%;;;;#
X;560;;Limitation de puissance groupe 2;%MW2111;;;;4;;;3;1;-1000;0;-1000;0;kW;;;;#
X;561;;Consigne de positionnement si Marche distant groupe 2;%MW2112;;;;4;;;3;1;0;1000;0;100;%;;;;#
X;564;;Ordre de marche distant g2;%M2222;;;;4;;;1;1;0;1;0;1;;;inactif;ACTIF;#
X;565;;Ordre d'arrêt distant g2;%M2220;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;567;;Consigne cos phi groupe 2;%MW2108;;;;4;;;3;1;500;1000;0,5;1;;2;;;#
X;568;;Mot de passe maintenance g2;%MW2113;;;;4;;;3;1;0;9999;0;9999;;;;;#
X;582;;     GHY ET GRAISSAGE:;;;;;2;;;;1;0;0;0;0;;;;;#
X;583;;Mesure pression accumulateur GHY groupe 1;%MW1003;;;X;2;;;;1;0;1000;0;100;Bars;1;;;#
X;584;;Mesure niveau bac à graisse groupe 1;%MW1005;;;X;2;;;;1;0;500;0;500;mm;0;;;#
X;585;;Temps de fonctionnement pompe ghy groupe 1;%MD1080;;;;2;;;;1;0;1;0;1;h;;;;#
X;586;;Temps de fonctionnement pompe a graisse groupe 1;%MD1082;;;;2;;;;1;0;1;0;1;h;;;;#
X;590;;     GHY ET GRAISSAGE:;;;;;3;;;;1;0;0;0;0;;;;;#
X;591;;Mesure pression accumulateur GHY groupe 2;%MW2003;;;X;3;;;;1;0;1000;0;100;Bars;1;;;#
X;592;;Mesure niveau bac à graisse groupe 2;%MW2005;;;X;3;;;;1;0;500;0;500;mm;0;;;#
X;593;;Temps de fonctionnement pompe ghy groupe 2;%MD2080;;;;3;;;;1;0;1;0;1;h;;;;#
X;594;;Temps de fonctionnement pompe a graisse groupe 2;%MD2082;;;;3;;;;1;0;1;0;1;h;;;;#
X;598;;     GHY ET GRAISSAGE GROUPE 1:;;;;;4;;;;1;0;0;0;0;;;;;#
X;600;;Mesure niveau bac à graisse groupe 1;%MW1005;;;;4;;;;1;0;500;0;500;mm;1;;;#
X;601;;Consigne niveau bac à graisse groupe 1;%MW1192;;;;4;;;3;1;0;500;0;500;mm;1;;;#
X;604;;Temps de marche pompe à graisse groupe 1;%MW1106;;;;4;;;3;1;0;31800;0;530;mn;;;;#
X;605;;Temps d'arrêt pompe à graisse groupe 1;%MW1107;;;;4;;;3;1;0;31800;0;530;mn;;;;#
X;606;;Remplissage bac à graisse g1;%M1223;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;589;;Forçage pompe à graisse g1;%M1224;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;607;;     GHY ET GRAISSAGE GROUPE 2:;;;;;4;;;;1;0;0;0;0;;;;;#
X;609;;Mesure niveau bac à graisse groupe 2;%MW2005;;;;4;;;;1;0;500;0;500;mm;0;;;#
X;610;;Consigne niveau bac à graisse groupe 2;%MW2192;;;;4;;;3;1;0;500;0;500;mm;0;;;#
X;613;;Temps de marche pompe à graisse groupe 2;%MW2106;;;;4;;;3;1;0;31800;0;530;mn;;;;#
X;614;;Temps d'arrêt pompe à graisse groupe 2;%MW2107;;;;4;;;3;1;0;31800;0;530;mn;;;;#
X;615;;Remplissage bac à graisse g2;%M2223;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;589;;Forçage pompe à graisse g2;%M2224;;;;4;;;3;1;0;1;0;1;;;inactif;ACTIF;#
X;616;;     TEMPERATURES G1:;;;;;4;;;;1;0;0;0;0;;;;;#
X;617;;Seuil d'alarme température huile pivot alternateur groupe 1;%MW1201;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;618;;Seuil d'alarme température palier supérieur alternateur groupe 1;%MW1204;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;619;;Seuil d'alarme température palier inférieur alternateur groupe 1;%MW1202;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;620;;Seuil d'alarme température palier supérieur turbine groupe 1;%MW1203;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;616;;     TEMPERATURES G2:;;;;;4;;;;1;0;0;0;0;;;;;#
X;617;;Seuil d'alarme température huile pivot alternateur groupe 2;%MW2201;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;618;;Seuil d'alarme température palier supérieur alternateur groupe 2;%MW2204;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;619;;Seuil d'alarme température palier inférieur alternateur groupe 2;%MW2202;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;620;;Seuil d'alarme température palier supérieur turbine groupe 2;%MW2203;;;;4;;;3;1;0;1300;0;130;°C;1;;;#
X;625;;     GROUPES:;;;;;5;;;;1;0;0;0;0;;;;;#
X;626;;Priorité groupes 1-2;%MW150;;;;5;;;1;1;1;2;1;2;;;;;#
X;632;;     REGULATION DE NIVEAU:;;;;;5;;;;1;0;0;0;0;;;;;#
X;633;;Gain proportionnel;%MW190;;;;5;;;4;1;0;1000;0;10;;2;;;#
X;634;;Intégral;%MW191;;;;5;;;4;1;0;1000;0;10;;2;;;#
X;635;;Rampe d'incrémentation;%MW192;;;;5;;;4;1;0;9999;0;9999;;;;;#
X;636;;Rampe de décrémentation;%MW193;;;;5;;;4;1;0;9999;0;9999;;;;;#
X;637;;Compteur de rampe;%MW194;;;;5;;;4;1;0;9999;0;9999;;;;;#
X;638;;Période d'exécution régulateur;%MW195;;;;5;;;4;1;0;9999;0;9999;;;;;#
X;639;;     REGLAGES:;;;;;5;;;;1;0;0;0;0;;;;;#
X;640;;Seuil recopie fc fermeture pales groupe 1;%MW1101;;;;5;;;4;1;-50;1050;-5;105;%;1;;;#
X;641;;Seuil recopie fc ouverture pales groupe 1;%MW1102;;;;5;;;4;1;-50;1050;-5;105;%;1;;;#
X;644;;Seuil recopie fc fermeture pales groupe 2;%MW2101;;;;5;;;4;1;-50;1050;-5;105;%;1;;;#
X;645;;Seuil recopie fc ouverture pales groupe 2;%MW2102;;;;5;;;4;1;-50;1050;-5;105;%;1;;;#
X;647;;Acquittement;%M20;;;;;;;0;1;0;1;0;1;;;Inactif;Actif;#
X;648;;Etat centrale;%M21;;;;;;;0;1;0;1;0;1;;;Inactif;Actif;#
X;649;;     HEURE:;;;;;5;;;;1;0;0;0;0;;;;;#
X;650;;Lecture API seconde;%MW100;;;;5;;;;1;0;99;0;99;;;;;#
X;651;;Lecture API minute;%MW101;;;;5;;;;1;0;99;0;99;;;;;#
X;652;;Lecture API heure;%MW102;;;;5;;;;1;0;99;0;99;;;;;#
X;653;;Lecture API jour;%MW103;;;;5;;;;1;0;99;0;99;;;;;#
X;654;;Lecture API mois;%MW104;;;;5;;;;1;0;99;0;99;;;;;#
X;655;;Lecture API année;%MW105;;;;5;;;;1;0;99;0;99;;;;;#
X;656;;     COMMUNICATION:;;;;;5;;;;1;0;0;0;0;;;;;#
X;657;;Mot de status défaut îlot E/S WAGO Armoire G2;%MW1020;;;;5;;;;1;0;99;0;99;;;;;#
X;658;;Mot de status n° de module-1 en défaut îlot E/S WAGO Armoire G2;%MW1021;;;;5;;;;1;0;99;0;99;;;;;#
X;659;;Mot de status défaut îlot E/S WAGO Coffret G2;%MW1022;;;;5;;;;1;0;99;0;99;;;;;#
X;660;;Mot de status n° de module-1 en défaut îlot E/S WAGO Coffret G2;%MW1023;;;;5;;;;1;0;99;0;99;;;;;#
X;661;;Mot de status défaut îlot E/S WAGO Armoire G1;%MW1024;;;;5;;;;1;0;99;0;99;;;;;#
X;662;;Mot de status n° de module-1 en défaut îlot E/S WAGO Armoire G1;%MW1025;;;;5;;;;1;0;99;0;99;;;;;#
X;663;;Mot de status défaut îlot E/S WAGO Coffret G1;%MW1026;;;;5;;;;1;0;99;0;99;;;;;#
X;664;;Mot de status n° de module-1 en défaut îlot E/S WAGO Coffret G1;%MW1027;;;;5;;;;1;0;99;0;99;;;;;#
X;665;;Mot de status défaut îlot E/S WAGO Coffret PE;%MW1028;;;;5;;;;1;0;99;0;99;;;;;#
X;666;;Mot de status n° de module-1 en défaut îlot E/S WAGO Coffret PE;%MW1029;;;;5;;;;1;0;99;0;99;;;;;#
X;673;;     REGLAGES DEGRILLEUR GROUPE 1:;;;;;6;;;;1;0;0;0;0;;;;;#
X;674;;Seuil perte de charge dégrillage groupe 1;%MW4000;;;;6;;;2;1;0;1000;0;100;cm;;;;#
X;675;;Interval de dégrillage groupe 1;%MW4001;;;;6;;;2;1;0;32000;0;32000;mn;;;;#
X;677;;      DEGRILLEUR GROUPE 1:;;;;;6;;;;1;0;0;0;0;;;;;#
X;678;;Commutateur auto dégrilleur 1;%M4009;;;;6;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;679;;Marche dégrilleur 1;%M4011;;;X;6;;;;1;0;2;0;2;;;Inactif;ACTIF;#
X;680;;Défaut dégrilleur 1;%M4007;;;;6;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;682;;Départ cycle dégrilleur distant groupe 1;%M4101;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;683;;Dégrilleur en mode différentiel groupe 1;%M4102;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;684;;Dégrilleur en mode horloge groupe 1;%M4103;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;685;;Temps de fonctionnement degrilleur 1;%MD4100;;;;6;;;;1;0;1;0;1;h;;;;#
X;686;;Nombre de cycles degrilleur 1;%MD4102;;;;6;;;;1;0;1;0;1;;;;;#
X;687;;     REGLAGES DEGRILLEUR GROUPE 2:;;;;;6;;;;1;0;0;0;0;;;;;#
X;688;;Seuil perte de charge dégrillage groupe 2;%MW4050;;;;6;;;2;1;0;1000;0;100;cm;;;;#
X;689;;Interval de dégrillage groupe 2;%MW4051;;;;6;;;2;1;0;32000;0;32000;mn;;;;#
X;691;;      DEGRILLEUR GROUPE 2:;;;;;6;;;;1;0;0;0;0;;;;;#
X;692;;Commutateur auto dégrilleur 2;%M4010;;;;6;;;;1;0;1;0;1;;;Inactif;ACTIF;#
X;693;;Marche dégrilleur 2;%M4012;;;X;6;;;;1;0;3;0;3;;;Inactif;ACTIF;#
X;694;;Défaut dégrilleur 2;%M4008;;;;6;;;;1;0;1;0;1;;;Normal;DEFAUT;#
X;696;;Départ cycle dégrilleur distant groupe 2;%M4151;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;697;;Dégrilleur en mode différentiel groupe 2;%M4152;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;698;;Dégrilleur en mode horloge groupe 2;%M4153;;;;6;;;2;1;0;1;0;1;;;NON;OUI;#
X;699;;Temps de fonctionnement degrilleur 2;%MD4150;;;;6;;;;1;0;1;0;1;h;;;;#
X;700;;Nombre de cycles degrilleur 2;%MD4152;;;;6;;;;1;0;1;0;1;;;;;#
X;581;;@PING192.168.3.1;;;;;;;;;1;0;1;0;1;;;;;#
X;582;;@PING192.168.3.2;;;;;;;;;1;0;1;0;1;;;;;#
X;585;;@PING192.168.3.10;;;;;;;;;1;0;1;0;1;;;;;#
X;586;;@PING192.168.3.11;;;;;;;;;1;0;1;0;1;;;;;#
X;587;;@PING192.168.3.12;;;;;;;;;1;0;1;0;1;;;;;#
X;587;;@PING192.168.3.13;;;;;;;;;1;0;1;0;1;;;;;#
X;588;;@PING192.168.3.15;;;;;;;;;1;0;1;0;1;;;;;#
X;589;;@PING192.168.3.17;;;;;;;;;1;0;1;0;1;;;;;#
X;589;;@PING192.168.3.18;;;;;;;;;1;0;1;0;1;;;;;#
X;591;;@PING192.168.3.22;;;;;;;;;1;0;1;0;1;;;;;#
X;594;;@PING192.168.3.25;;;;;;;;;1;0;1;0;1;;;;;#
X;599;;@PING192.168.3.30;;;;;;;;;1;0;1;0;1;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Active;Inactive;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Ouverte;Fermée;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
